transaction_id,customer_id,amount,currency,merchant_name,merchant_category,transaction_date,posting_date,type,status,dispute_eligible,dispute_reason,reference_number
48202ca4-bf80-4b41-bab7-7be9444bb13e,58757fb0-b67e-4588-9f63-7cf70c48c368,2767.32,USD,DoorDash,food,2025-10-21T02:07:03+00:00,2025-10-22T02:07:03+00:00,credit,completed,True,,TXNFATOQ7VV
e013a4cf-bdbc-4fdd-b133-dd113453addf,1c5e415a-1e0f-4f16-910c-a8c83a056324,1354.45,USD,Disney Plus,subscription,2026-01-13T02:07:03+00:00,2026-01-15T02:07:03+00:00,transfer,completed,False,,TXNSNCBD6MA
6cf81bfb-b777-4f89-8616-949d44e08a6a,bd560b0c-c6f8-4bd4-bed4-dc4e3b716e99,4292.93,EUR,Amazon,retail,2025-09-24T02:07:03+00:00,2025-09-26T02:07:03+00:00,transfer,completed,False,,TXN2TAOXJG
0502a9cf-dc09-4d2b-9f84-0cd7b44e09b1,f914710e-459b-41a2-b7be-0992a48a4ff7,147.75,USD,Uber Eats,food,2025-12-30T02:07:03+00:00,2025-12-31T02:07:03+00:00,transfer,completed,True,,TXNA7H8QQSI
80563393-88a7-4940-8c0a-4ac1e82e9b7f,d27aac2e-752b-4148-86e7-3c5f3699cee7,93.84,USD,Disney Plus,subscription,2025-12-01T02:07:03+00:00,2025-12-03T02:07:03+00:00,transfer,completed,False,,TXNUI4KY8D
7c5a25fd-e454-4dbd-99df-6d212df93bff,0a18b577-292d-4c33-aca7-a254858aa23e,4186.61,USD,Starbucks,food,2025-09-16T02:07:03+00:00,2025-09-17T02:07:03+00:00,debit,completed,True,,TXNZBEJAMC
9c9390a1-2a71-4b77-8c71-9fe801a6d7aa,1291e5b1-a014-49e9-8f19-1ae8c25e2c69,1937.91,USD,Walmart,retail,2026-02-26T02:07:03+00:00,2026-03-01T02:07:03+00:00,debit,completed,False,,TXN78HN437CB
8bb02971-e98c-474d-9bee-f2d5bf3e18a7,bd560b0c-c6f8-4bd4-bed4-dc4e3b716e99,3071.86,USD,ATM Withdrawal,atm,2026-01-19T11:36:51+00:00,2026-01-21T11:36:51+00:00,fee,completed,False,,TXNNGF60HU
a134adad-e0bd-4dac-8ac2-d291383c6284,ab3cc7de-b731-4158-9458-1b35b15da8ef,3575.16,USD,Target,retail,2025-11-15T02:07:03+00:00,2025-11-17T02:07:03+00:00,debit,failed,True,,TXNU00HC2Y
9e456fea-30d8-45f8-8331-36c5b837fee2,d9874677-f96b-4061-8cb4-c614248cbccd,3892.92,USD,Overseas Retailer,retail,2025-09-20T02:07:03+00:00,2025-09-22T02:07:03+00:00,refund,failed,False,,TXNFKO7F0W
ad65f43f-1161-44f4-be66-681dcc5f4c64,e9fe68c2-ee21-4f6f-a97d-b8f119b0ac61,466.35,EUR,BP Gas Station,retail,2026-02-12T02:07:03+00:00,2026-02-13T02:07:03+00:00,debit,completed,True,,TXNBZCKZ02IG
03b87580-3482-40d1-b12e-da272fe2d85a,a31cb201-a64e-4ed4-b442-e6d387f38e49,2124.13,USD,Costco,retail,2026-01-17T02:07:03+00:00,2026-01-19T02:07:03+00:00,credit,completed,True,,TXNS6UAP9P
02cfa8e1-28d7-4d69-aa3f-991cf4994a2d,03f193e0-9e03-44b5-839f-5a1b4ecd6106,2850.83,USD,Foreign Merchant Ltd,retail,2025-09-29T02:07:03+00:00,2025-10-02T02:07:03+00:00,transfer,completed,False,,TXN4OW02OO
8a5ffd98-7270-4037-b85a-38d7ff1e6d6a,539015cc-cefc-4509-b1f7-1ec5cfe17d03,3626.54,USD,Starbucks,food,2025-09-14T02:07:03+00:00,2025-09-15T02:07:03+00:00,credit,completed,False,,TXNZ89W46S4U
4c389bcb-b178-4db0-b267-bbcd0f11199e,cca90e57-1420-4c3b-ad30-e8e37379eaab,2855.59,USD,Uber Eats,food,2025-12-03T02:07:03+00:00,2025-12-06T02:07:03+00:00,transfer,completed,False,,TXNRDYC23N
ac1ea96f-173b-4403-bdbc-898d93fb14d9,cd42e77b-fea5-4a3d-8c0b-b33182e99369,1023.2,USD,Apple Music,subscription,2025-09-14T02:07:03+00:00,2025-09-16T02:07:03+00:00,transfer,completed,False,,TXN5RVES0Y
d98405de-bd95-4b7b-a045-89803541f767,79a1e86b-30d5-42ea-83d9-be920d4ab953,101.14,USD,BP Gas Station,retail,2025-12-15T02:07:03+00:00,2025-12-18T02:07:03+00:00,transfer,completed,True,,TXNQL7HOH1Q
67f07c26-b366-46e4-99fc-4b3ef564dbe4,92910ce0-2022-4288-b58f-ffde6d115a15,1952.96,USD,Walmart,retail,2026-01-03T04:11:52+00:00,2026-01-05T04:11:52+00:00,debit,completed,False,,TXNSAIJG1JYT
2d62c2f5-1a77-4170-8208-ce56738be165,d83cce76-53ed-4f5f-8e11-d2776a5a11c9,2543.38,USD,Target,retail,2026-03-05T02:07:03+00:00,2026-03-08T02:07:03+00:00,fee,completed,False,,TXNNENUGXA7E
c3e4c6f5-26f1-4a7b-83db-8486b298a97d,5baeef5b-1c91-48ee-8522-2b38749fe6a3,58.12,EUR,Starbucks,food,2025-10-20T02:07:03+00:00,2025-10-23T02:07:03+00:00,debit,completed,True,,TXNWRSNHQYC
65d84af1-ec3c-47f9-8e80-dc3b960766fb,fe11a1e4-0083-418f-a095-3d115126261c,1780.85,USD,Airbnb,travel,2025-12-18T02:07:03+00:00,2025-12-20T02:07:03+00:00,refund,failed,False,,TXNQOXVLYF
73a2e5da-3623-4fdf-9d0f-5b7774c9590d,6a9f2098-5840-482a-83ae-efd83b656149,457.05,USD,Amazon,retail,2026-01-20T02:07:03+00:00,2026-01-22T02:07:03+00:00,credit,completed,True,,TXNAUOFH1D9
fe4e01ee-f6d4-4396-a0b5-cda267ae360a,5ea2b3a9-7513-4f8c-a9fe-2a2985d12a8f,2688.55,USD,International Store,retail,2026-02-17T02:07:03+00:00,2026-02-18T02:07:03+00:00,fee,failed,True,,TXNCEIGJREM
a972037f-90af-406c-944d-cfe417270ea7,d3fd7f2c-6e6e-468b-b125-75b0a0a6d0cc,4177.0,USD,Internet Service,utility,2026-02-06T02:07:03+00:00,2026-02-09T02:07:03+00:00,refund,completed,True,,TXNJ2D6V9QZK
b3efeea5-8f3e-41d8-b0b1-397e2461342a,4d953d15-b907-49a6-b6ed-ca71a32ace62,977.86,USD,Costco,retail,2025-11-24T02:07:03+00:00,2025-11-27T02:07:03+00:00,refund,completed,True,,TXNZXS3BJ9W
befa8de0-dc92-41e4-9796-cf4f66fb8a45,d27aac2e-752b-4148-86e7-3c5f3699cee7,1285.37,USD,Uber Eats,food,2025-12-26T02:07:03+00:00,2025-12-27T02:07:03+00:00,debit,pending,True,,TXNN034OYU
6098fc4b-71e0-4ec7-a590-bf52cee230f7,9c43c6b0-445e-4aa1-9ca0-dce516914e58,1426.06,USD,Global Shop,retail,2026-02-14T02:07:03+00:00,2026-02-16T02:07:03+00:00,transfer,completed,False,,TXND6OVM82
416fbf52-519d-4399-ab13-4fd3c877e923,6a9f2098-5840-482a-83ae-efd83b656149,2279.44,USD,Marriott Hotels,travel,2025-10-07T02:07:03+00:00,2025-10-08T02:07:03+00:00,transfer,pending,True,,TXNXHY25TLCA
bc1fc09e-3ef2-4c98-8081-220cb0029f76,4d953d15-b907-49a6-b6ed-ca71a32ace62,2320.8,USD,Target,retail,2025-12-12T02:07:03+00:00,2025-12-15T02:07:03+00:00,transfer,completed,False,,TXN11KFOEV4
73da8dc9-4604-4403-9a59-024521617a39,428d1827-910a-4687-84b8-2d82c86bd4b5,835.17,USD,Water Utility,utility,2025-10-21T02:07:03+00:00,2025-10-24T02:07:03+00:00,refund,completed,False,,TXNXWLCVLE6
26f4cfd1-caed-4309-b870-0aa29bda1ae9,aac8d289-006d-46ed-bc2b-bf4266f373d4,4247.61,USD,Subway,food,2026-01-16T02:07:03+00:00,2026-01-17T02:07:03+00:00,credit,pending,False,,TXN3WDU03Q
781c2e90-c196-4116-a918-6429b5d8e856,ab3cc7de-b731-4158-9458-1b35b15da8ef,1483.61,GBP,Phone Bill,utility,2025-09-17T02:07:03+00:00,2025-09-20T02:07:03+00:00,refund,completed,False,,TXN6GFMLVBUA
d79054d4-5b64-46bc-a1b7-eee58b6a7dec,bfaac296-54dc-41bf-a774-47e9bb6f834d,2362.56,USD,International Store,retail,2026-01-12T02:07:03+00:00,2026-01-14T02:07:03+00:00,transfer,completed,False,,TXNGDVZVRW
e86b5c57-32d2-404b-84ae-ec1450663341,ab3cc7de-b731-4158-9458-1b35b15da8ef,3230.85,USD,Water Utility,utility,2026-01-14T02:07:03+00:00,2026-01-15T02:07:03+00:00,transfer,completed,False,,TXN2S6TCG0
2d06d579-63cf-4751-a7d0-430f3641fafe,beeda114-6099-4055-949f-024b2a3afeb0,3607.92,USD,Subway,food,2025-11-16T02:07:03+00:00,2025-11-18T02:07:03+00:00,refund,completed,False,,TXN7GCPEIT1U
24ba7d95-9fdb-444b-8d4b-2593c6298f09,0a18b577-292d-4c33-aca7-a254858aa23e,696.48,USD,Shell Gas,retail,2025-12-06T02:07:03+00:00,2025-12-09T02:07:03+00:00,credit,failed,False,,TXNBP8MSA4
6fd5aa2f-826e-414c-a80e-c1c2cedb67a0,8e441682-307c-459b-a07c-12ce51511449,3825.49,USD,Amazon Prime,subscription,2026-01-06T02:07:03+00:00,2026-01-08T02:07:03+00:00,refund,pending,False,,TXNAJL0SDR
b0bb879d-0be6-4cc7-91c6-533372518937,dc86e423-016c-4a43-9af0-cf46cbfc51f2,1530.8,USD,Exxon,retail,2025-10-24T17:05:51+00:00,2025-10-25T17:05:51+00:00,credit,pending,False,,TXNRFR3HFPGI
b9ca8964-37df-4ddf-bc45-937367b3fbe6,beeda114-6099-4055-949f-024b2a3afeb0,4451.58,USD,Disney Plus,subscription,2025-10-28T02:07:03+00:00,2025-10-31T02:07:03+00:00,fee,completed,True,,TXN8UOILACY
062f9258-ab0d-441c-93d3-a9ecd7ee673a,ba042a38-d0e2-4be5-b769-56ee6c55eee7,2786.42,USD,Electric Company,utility,2025-10-22T02:07:03+00:00,2025-10-25T02:07:03+00:00,transfer,completed,False,,TXNAE1WYCS2
d029c311-a199-4b07-a5f5-160751c0bd98,3fb9cdba-f1ca-441b-b71f-1760801e09b0,1329.18,USD,Spotify,subscription,2025-12-03T02:07:03+00:00,2025-12-06T02:07:03+00:00,refund,failed,False,,TXNAMJZH24SV
7f1eb3c8-ca59-48c5-ac52-a3dee5c45abb,a1801110-8e9c-42bf-a5c2-9db5e189bfba,376.92,USD,International Store,retail,2025-11-13T02:07:03+00:00,2025-11-16T02:07:03+00:00,fee,completed,False,,TXNPOLRY5I
99e29db1-dfb7-48f8-a6fc-316440159080,ec68b3cb-e7e8-443d-a10c-476c2189d016,4194.89,USD,International Store,retail,2025-10-30T02:07:03+00:00,2025-10-31T02:07:03+00:00,debit,completed,True,,TXN0M7OKG1HF
64cbd29c-3ee9-4b25-a4c2-cba98e6b17e7,39cfd938-d7ce-40c0-9c68-db9fb8306ac7,2467.35,USD,ACH Transfer,transfer,2025-10-11T02:07:03+00:00,2025-10-14T02:07:03+00:00,transfer,reversed,True,,TXNUGT0911
fdb92908-9d46-45df-8509-ce24ce2a05b2,c4e4aaee-e914-4ee0-9f49-77630a60c976,516.25,USD,Apple Music,subscription,2026-01-09T02:07:03+00:00,2026-01-10T02:07:03+00:00,debit,completed,True,,TXN0THA7ESO
272d2ea4-4f70-4678-b4c0-f251708cf768,bd560b0c-c6f8-4bd4-bed4-dc4e3b716e99,4016.29,USD,Costco,retail,2025-11-18T02:07:03+00:00,2025-11-19T02:07:03+00:00,refund,completed,False,,TXN2V7KSSIZ
6575a7e1-b08f-4266-920f-5301f971dcb1,f914710e-459b-41a2-b7be-0992a48a4ff7,4262.15,USD,Marriott Hotels,travel,2025-10-19T02:07:03+00:00,2025-10-21T02:07:03+00:00,debit,completed,False,,TXNJR036Y0
532c3e71-0bef-4089-887b-a25bb72747da,4d953d15-b907-49a6-b6ed-ca71a32ace62,965.15,USD,Global Shop,retail,2025-12-31T02:07:03+00:00,2026-01-03T02:07:03+00:00,fee,completed,False,,TXNDOZY1K1
9a6f5f4c-9a0a-4970-8f74-011d08ea437a,b8041cc4-ff1c-4adc-a2af-451998c145d2,54.25,USD,Starbucks,food,2026-02-24T02:07:03+00:00,2026-02-25T02:07:03+00:00,debit,completed,True,,TXN3HFHMR5K1
02b43aac-b8eb-404a-b38d-76dee7551d1b,ec68b3cb-e7e8-443d-a10c-476c2189d016,4081.35,INR,BP Gas Station,retail,2026-01-11T02:07:03+00:00,2026-01-14T02:07:03+00:00,debit,completed,False,,TXN4BUPYHK
021d6798-e19a-43f9-99ba-974a760483bf,108dcfbb-b42b-4de5-b992-ed4c0cb55f62,3873.81,GBP,Internet Service,utility,2025-09-30T02:07:03+00:00,2025-10-02T02:07:03+00:00,fee,completed,True,,TXNR7CMQ7J
de6d9e3e-e610-4118-8647-d078c9cd830d,5fc0a65d-2df4-4be8-98ad-77731b2c79e0,3607.28,INR,McDonalds,food,2026-02-10T02:07:03+00:00,2026-02-13T02:07:03+00:00,debit,completed,True,,TXN3WKOAJZ
ed1d8d18-82d4-42eb-b687-a3430fc96f81,4500de83-bd03-4225-9bb5-19863d97e597,768.58,USD,BP Gas Station,retail,2025-11-17T02:07:03+00:00,2025-11-20T02:07:03+00:00,transfer,completed,True,,TXN1W2Z3K2
0fb463df-2bbb-4982-804f-a1b8aa187616,5456b824-909a-466d-acbf-b9a74722ec05,3142.08,INR,ACH Transfer,transfer,2025-10-12T13:12:52+00:00,2025-10-14T13:12:52+00:00,refund,completed,False,,TXN6NYAQ6O
2cc3e62c-6f69-4e81-b8af-a15f9edcd846,ba042a38-d0e2-4be5-b769-56ee6c55eee7,3882.97,USD,Phone Bill,utility,2025-09-11T02:07:03+00:00,2025-09-12T02:07:03+00:00,credit,completed,True,,TXNVGQEXZY
b7162ef7-2f8d-4717-8d84-b8bb3a663eda,9c43c6b0-445e-4aa1-9ca0-dce516914e58,3064.89,USD,Water Utility,utility,2026-02-03T02:07:03+00:00,2026-02-04T02:07:03+00:00,credit,completed,False,,TXNIK4SGQQ
bb5b81c9-6fcd-4bdf-8702-5757382a89a9,95cac127-1327-4715-abce-f58681440d6e,855.45,USD,ATM Withdrawal,atm,2026-02-19T02:07:03+00:00,2026-02-22T02:07:03+00:00,debit,completed,True,,TXNOI9RGFAE
e8c406dd-d23d-4ff7-8d52-fd6f184af48e,e53ceed1-300d-4ebd-ab57-25fa333d2a71,3210.31,USD,Hulu,subscription,2025-12-03T02:07:03+00:00,2025-12-05T02:07:03+00:00,fee,pending,False,,TXN4JE4JG20
df883f64-3cae-44a7-b832-251365d83765,539015cc-cefc-4509-b1f7-1ec5cfe17d03,3046.29,USD,Walmart,retail,2026-03-01T02:07:03+00:00,2026-03-02T02:07:03+00:00,credit,completed,True,,TXN1G6MR8F
b5e0713a-41ea-4616-a4f5-ba8b21a930b6,c66f532b-eae0-43ee-8ab6-3125f793336b,4353.4,USD,Subway,food,2025-10-18T02:07:03+00:00,2025-10-21T02:07:03+00:00,credit,completed,False,,TXN5WF0R8JF
eff45d47-f717-4270-948f-2199c2cd1b92,0fc8102c-1b91-4016-a357-850a1ea8a1a8,713.45,EUR,Wire Transfer,transfer,2025-11-30T02:07:03+00:00,2025-12-03T02:07:03+00:00,transfer,disputed,True,unauthorized,TXNFM6RPHB
bc16a2dd-862e-4f91-a57f-dfb3ef2652f5,8e563d07-0bb6-4222-897e-7b845269b111,3384.14,USD,Chevron,retail,2025-11-09T02:07:03+00:00,2025-11-11T02:07:03+00:00,refund,pending,False,,TXNG69NYUKJ
b569ce79-1596-468d-9346-ffc979677501,aac8d289-006d-46ed-bc2b-bf4266f373d4,2534.59,USD,Overseas Retailer,retail,2025-10-21T02:07:03+00:00,2025-10-24T02:07:03+00:00,fee,completed,False,,TXNQ6ET1TKCQ
bff3decf-5470-4985-b06b-f8494db98dff,6dabb945-77d6-420e-a71f-ba6f3ec23ea4,2744.33,USD,BP Gas Station,retail,2026-01-03T02:07:03+00:00,2026-01-04T02:07:03+00:00,refund,completed,True,,TXNPJ78BG5AD
b9053bfb-a1d7-4c0b-8882-7b10ecdaadb8,a75cec0c-50a0-4567-92e3-b7921632daec,2537.84,USD,Chipotle,food,2026-01-15T02:07:03+00:00,2026-01-17T02:07:03+00:00,credit,completed,False,,TXNW8YAPDAX
953da92e-b4de-459e-99fd-1ec9f3496e33,d3fd7f2c-6e6e-468b-b125-75b0a0a6d0cc,4250.07,USD,Wire Transfer,transfer,2025-12-18T02:07:03+00:00,2025-12-20T02:07:03+00:00,transfer,completed,False,,TXNT7PDUVW9
1d9785be-242d-493f-8fe8-7b1f85f6a103,52cf29a1-bcb8-4463-bf8f-7c905a9151f4,3444.94,USD,Marriott Hotels,travel,2026-02-15T02:07:03+00:00,2026-02-18T02:07:03+00:00,fee,failed,False,,TXNC0LZ9CAU
2c943689-145b-42b5-89ce-f7e3a0c60d1d,174389e0-aa23-40b4-9e96-51cb19a99d69,2710.66,INR,International Store,retail,2026-02-15T02:07:03+00:00,2026-02-18T02:07:03+00:00,refund,completed,False,,TXNLXVU5L1PK
8cc47141-eecc-4e3d-b832-a9884d54cb98,8634d4d0-5b0a-44a0-aafc-afee58ea6978,4344.89,INR,Internet Service,utility,2025-12-19T02:07:03+00:00,2025-12-22T02:07:03+00:00,refund,completed,True,,TXN8MP34XELT
10c42853-b916-4a76-bc89-7af05bb2b730,a1801110-8e9c-42bf-a5c2-9db5e189bfba,3638.2,USD,Home Depot,retail,2025-11-27T02:07:03+00:00,2025-11-28T02:07:03+00:00,refund,completed,True,,TXNBKD9VC6
78a80a60-166b-4e61-88ad-0bf047c7dded,20c0c306-e1ee-4cf7-b283-22c285e98c21,1913.88,EUR,Exxon,retail,2026-02-27T02:07:03+00:00,2026-02-28T02:07:03+00:00,fee,completed,True,,TXNF7JXFMYV
872fd7b0-298c-4c6c-b627-cef6e9dd4464,f9bd9180-0363-4a79-9666-e8cbc950a42d,4081.91,GBP,Costco,retail,2025-11-01T02:07:03+00:00,2025-11-02T02:07:03+00:00,transfer,completed,False,,TXNUFFKC5J0
592f03b5-5383-4496-9f0d-df55c4bcfbcc,af51ce58-b3c2-45a2-9cea-bc97ffacc28d,1373.36,USD,Starbucks,food,2026-01-08T11:14:51+00:00,2026-01-11T11:14:51+00:00,debit,pending,True,,TXNVPH2JQR
f2dda4c3-5375-441a-a8a1-9f1272d1f484,9144dbaa-fa05-4288-9ae6-8db9b49c7e04,1466.92,USD,BP Gas Station,retail,2025-12-31T18:29:52+00:00,2026-01-03T18:29:52+00:00,fee,completed,False,,TXNI637RG5EK
3d1f3d6b-11ee-41e8-b0be-6361c106a2df,ea380f29-7da1-40d3-8c4e-06d48e501dd4,3677.33,USD,Netflix,subscription,2025-12-28T02:07:03+00:00,2025-12-31T02:07:03+00:00,credit,completed,False,,TXNR38FEJWJT
1411e482-1878-4cd2-9c32-5f69c672839a,8c6b9dee-3ec0-45c0-9b9b-0c5fbdf88525,151.74,EUR,Subway,food,2025-11-11T02:07:03+00:00,2025-11-13T02:07:03+00:00,fee,completed,False,,TXNQ9APEVODR
da6aee77-25db-4531-ad9b-3578e4ab928f,3d687bd6-4771-4c8d-8ca1-9143fa373c51,4227.93,USD,DoorDash,food,2025-12-12T02:07:03+00:00,2025-12-15T02:07:03+00:00,refund,completed,False,,TXNTWKOIDMEV
1df81873-f743-47a3-b319-c8958f18df8f,b8041cc4-ff1c-4adc-a2af-451998c145d2,31.69,USD,Chipotle,food,2025-10-21T02:07:03+00:00,2025-10-22T02:07:03+00:00,credit,completed,False,,TXNYIPH7M8GT
fd9a0adf-2bf1-451b-8ece-665689339d37,9f5def00-0730-434f-9649-627b6ca3783a,3771.25,USD,Home Depot,retail,2026-01-28T02:07:03+00:00,2026-01-29T02:07:03+00:00,credit,completed,False,,TXNYBKB7U4Y2
ce399fa1-6b99-4276-b909-b9e99a6e73ab,f5d6ffdd-2b5d-4d0c-9e3a-4c475d361a0d,825.75,USD,Chevron,retail,2026-02-20T02:07:03+00:00,2026-02-23T02:07:03+00:00,credit,completed,True,,TXNYDTLK75
3d41521a-ceee-4e36-bf95-588aa99c35aa,b9731af5-5fae-4a26-8ae8-8a4214f47a01,2999.59,USD,Internet Service,utility,2025-11-18T18:33:51+00:00,2025-11-21T18:33:51+00:00,credit,disputed,True,other,TXNDM5PYRJ8Q
4b215e25-c03f-4236-9832-454e06b42f79,e4f505d2-a3f4-4555-869d-88d8f416e719,735.65,INR,Zelle Payment,transfer,2025-10-14T02:07:03+00:00,2025-10-16T02:07:03+00:00,credit,completed,True,,TXNUXJ3KAN
94ce2d9f-9daf-4153-b41a-09fefd40a855,ca78317e-bdf4-4de6-b901-8a910be0646c,480.23,USD,Uber Eats,food,2026-02-10T19:13:51+00:00,2026-02-13T19:13:51+00:00,debit,completed,True,,TXN9QA5GXTWG
1a59937d-7e10-4352-88a6-b78f39ac59dd,79a1e86b-30d5-42ea-83d9-be920d4ab953,3764.96,USD,International Store,retail,2025-11-05T02:07:03+00:00,2025-11-06T02:07:03+00:00,debit,completed,False,,TXNFG7C8YXC
36f8b513-3ce2-49ed-b94d-c4fb59687eb3,af9860b1-7196-4f44-b6b3-1e274be3df29,3449.57,USD,Internet Service,utility,2026-01-20T02:07:03+00:00,2026-01-23T02:07:03+00:00,debit,completed,False,,TXN6S0F147C
d29c27c7-ee34-46cb-b17c-ff3e080b1a47,9a8f51c9-bcae-4d28-bd5f-ab554168db40,4346.59,USD,United Airlines,travel,2025-10-05T01:26:52+00:00,2025-10-06T01:26:52+00:00,transfer,pending,False,,TXNFT0F050T
2153f87a-0901-492f-a4ed-cbbc41cfa7ad,d3fd7f2c-6e6e-468b-b125-75b0a0a6d0cc,338.43,EUR,Spotify,subscription,2026-01-13T02:07:03+00:00,2026-01-16T02:07:03+00:00,transfer,completed,True,,TXNAW4O3XJU
47a75d04-f3bf-46b2-ae09-2c5615785ea0,ba042a38-d0e2-4be5-b769-56ee6c55eee7,1811.48,USD,Electric Company,utility,2026-03-04T02:07:03+00:00,2026-03-07T02:07:03+00:00,transfer,completed,True,,TXN9Z8LF2H
08b6325b-0c74-40f7-b24d-f48b8747f614,bfaac296-54dc-41bf-a774-47e9bb6f834d,1067.08,USD,Subway,food,2026-03-05T02:07:03+00:00,2026-03-08T02:07:03+00:00,transfer,completed,True,,TXNWO9VWJD
bed908c4-3313-4e0b-9f6d-24c6ac47fc7d,99414cc5-86cd-4acd-b71b-9c7cef4a491b,2999.81,USD,Hulu,subscription,2026-02-08T02:07:03+00:00,2026-02-10T02:07:03+00:00,credit,completed,True,,TXNMIKFA9B
9833f099-d84a-4cbd-8317-c1e352cc9134,23dbbf97-a184-41b2-a883-da71a44ce0ae,3000.0,INR,Chevron,retail,2026-02-21T02:07:03+00:00,2026-02-24T02:07:03+00:00,fee,completed,False,,TXNO0QTDXTO
cd8bc1e8-4742-4d15-9525-db98e48d6edc,cca90e57-1420-4c3b-ad30-e8e37379eaab,216.21,USD,Starbucks,food,2025-09-29T02:07:03+00:00,2025-10-01T02:07:03+00:00,refund,completed,True,,TXN7P6D5Z3J
4a46a5e4-c6a1-4905-af74-8d48080bc2eb,41e58914-a6b0-469e-8dc1-7058867339bf,100.77,USD,Subway,food,2026-01-14T02:07:03+00:00,2026-01-17T02:07:03+00:00,transfer,completed,True,,TXNBNRH88FX
066e3845-a836-4d68-b9ec-1b83d5a2dc55,8a9f8b27-a9f2-4cf7-9566-7a9bde8ff91a,3408.59,USD,Walmart,retail,2025-11-17T02:07:03+00:00,2025-11-20T02:07:03+00:00,fee,pending,True,,TXND3Q4YLFZ
b330bcff-8dd4-4502-95d8-0b1987f2187a,4d953d15-b907-49a6-b6ed-ca71a32ace62,3404.21,USD,Hulu,subscription,2025-10-16T02:07:03+00:00,2025-10-17T02:07:03+00:00,refund,completed,False,,TXNDGPGFZ4X
f84a642f-f1e0-4c6f-8b34-1885283b79a8,73decd70-468d-4783-a8b9-d7e434efc5e5,1377.1,USD,United Airlines,travel,2026-01-28T16:05:52+00:00,2026-01-30T16:05:52+00:00,debit,completed,False,,TXNJZSRUR5G
