audit_id,complaint_id,rule_id,checked_at,result,escalated,escalation_reason,pipeline_stage,agent_name,invocation_latency_ms
58639820-85e9-4665-ac16-8963087d1c06,ea226820-61dd-4aa4-b974-5f057c0d43d0,,2026-02-15T08:14:33+00:00,pass,True,duplicate complaint detected,classification,triage-agent-v1,99
dc3090d2-8dff-4cc2-8b63-a4f3e830129e,be675740-dd0b-49bf-951b-3a08d3598a82,,2026-02-18T02:28:33+00:00,warn,True,fraud complaint misrouted,escalation,decision-agent-v1,57
8c8de124-1f4f-45dd-be10-ad9d563ed859,bd44a373-1019-4938-adc7-bde958953731,CR-003,2026-02-11T01:53:33+00:00,warn,True,high value refund requires approval,compliance_check,resolution-agent-v1,1436
c4d160f9-8cc2-41fe-ad6a-5a37c36cf0d0,2cc66e6f-a29c-4569-b587-f8f35b40aaf6,,2026-01-19T13:39:33+00:00,pass,False,,resolution,decision-agent-v1,134
26180d36-acf6-40a7-aa89-e6033f3e261d,ca73c52a-0ad5-41c1-9c4d-ea783b57cb54,,2026-01-19T10:30:33+00:00,pass,False,,escalation,decision-agent-v1,293
a6a2ca3f-121a-4d3b-ad9b-57317946cb6d,502260e4-3d83-4b28-89ae-08cda08faed5,CR-015,2025-12-04T04:00:33+00:00,pass,False,,compliance_check,resolution-agent-v1,3495
0c9bdfd5-a127-4151-8c20-79f1eaf13211,b1aceea0-0852-4fd7-bc52-8f40782377fa,,2026-01-10T22:32:33+00:00,warn,False,,escalation,decision-agent-v1,252
fc4c7c3b-5fe6-4321-908a-45a83cf5b2a3,ebc46ad4-c0bd-4175-9ac5-24d24ddf8bb7,,2026-02-04T12:52:33+00:00,block,False,,data_pull,triage-agent-v1,272
744ef871-8b54-4b3d-b828-6f80e3732ff9,ea86e1f3-fe2c-44df-845a-88c88f59082a,,2025-12-23T04:29:33+00:00,pass,False,,classification,triage-agent-v1,192
fd5b8a3f-0c9c-4ac5-bc3f-669979bf92e6,833d6e91-abdc-44bf-9e1f-dd436a9e7139,,2026-01-13T06:11:33+00:00,pass,False,,classification,triage-agent-v1,212
eba34916-ab5f-4dd0-a82e-85ec757f7afb,106de681-95e9-42d7-a18d-b6e50b83b544,,2025-09-16T15:05:33+00:00,warn,False,,draft_generation,resolution-agent-v1,1649
fbaa4687-b794-445c-9a05-db3badb11a69,241d1f33-cb61-450b-946b-ff83a23f24aa,,2026-02-17T12:09:33+00:00,pass,False,,draft_generation,resolution-agent-v1,958
a781011a-e13d-455e-ad42-77cd5eca7e89,f2d419f7-2d75-4429-9e1b-052ed640d60a,,2025-10-25T16:51:33+00:00,pass,False,,escalation,decision-agent-v1,291
e94f26df-f8d7-44d8-acd7-0219a5db3d9b,2e31027e-e588-4118-b75b-a79b0be64d0a,,2026-02-20T03:30:33+00:00,pass,False,,draft_generation,resolution-agent-v1,1401
62aaaac3-7ae6-4bd3-b039-e6c04e11f60d,a4ebd681-6456-4f76-b79a-1f5c053edc87,,2025-11-12T16:10:33+00:00,pass,False,,escalation,decision-agent-v1,257
fff262f5-4f79-4378-b79b-595baf085a42,1adbd666-3296-4362-a44d-8f8ec4ff0ac9,,2025-09-06T22:40:33+00:00,pass,False,,draft_generation,resolution-agent-v1,2098
d1ce3c54-159b-4b53-a3cc-28edd7d1f86b,08d16e6a-837d-41dc-9a7b-104f1cfe3d4a,,2025-11-07T17:41:33+00:00,pass,False,,data_pull,triage-agent-v1,246
7051ca04-ce29-4463-863a-762bd6ff8621,52367191-4581-4bcd-9802-b1e690e4c4bc,,2025-10-02T02:59:33+00:00,pass,False,,escalation,decision-agent-v1,81
c4ee27dd-7f4b-4574-ac0e-098a21f347ea,c11784a6-3927-4215-8dc8-6aea155b842a,,2025-10-31T02:52:33+00:00,block,False,,resolution,decision-agent-v1,202
da298594-e98b-4f6f-bf3b-1c3f5e1dc97b,502260e4-3d83-4b28-89ae-08cda08faed5,,2025-10-06T21:59:33+00:00,pass,False,,classification,triage-agent-v1,215
df7a5553-82d7-463c-b7ec-9727a1e20f4a,c7493478-e472-4e52-8768-d86d06b6658a,,2026-01-30T06:16:33+00:00,pass,False,,draft_generation,resolution-agent-v1,4382
2fd37f7d-5d77-4733-9e97-4064449e7933,4fe90edf-d8bc-4a5b-bda3-1c700c7a260d,,2025-12-29T21:34:33+00:00,pass,False,,data_pull,triage-agent-v1,93
2c8d24b1-bcf9-443f-9c22-6584d0725762,9885a8cf-811c-4ef5-80dd-29a659e4c442,,2025-11-25T18:51:33+00:00,pass,False,,resolution,decision-agent-v1,273
cd8343e7-8caa-4967-8090-3d944497a70e,12017983-945e-45c5-b2ce-103b89027562,,2026-02-21T13:37:33+00:00,pass,False,,draft_generation,resolution-agent-v1,3058
cce56e9f-4d4a-49aa-a79e-ea68a09b05ba,a8ac992e-7a83-457e-be62-9a60e9d468df,,2026-01-05T09:22:33+00:00,pass,False,,data_pull,triage-agent-v1,279
d630722c-556f-43e9-a168-c90317d466b6,5deaa909-4faa-4f03-8b9a-f49ffb573db9,,2026-02-17T14:37:33+00:00,pass,False,,draft_generation,resolution-agent-v1,2632
922b6ae6-ab0e-43ba-9aba-398bb1253c3c,85b78f22-cc58-40f9-ac92-705c48cfab2c,CR-014,2026-02-09T19:51:33+00:00,warn,False,,compliance_check,resolution-agent-v1,1206
345f7cf7-f610-4b47-84a9-2a2a220ff838,e36c3e3b-8340-4037-a214-d3c12055d3a8,,2025-11-29T11:37:33+00:00,pass,False,,data_pull,triage-agent-v1,252
fa944195-d23d-4f52-851d-d9d2323f529e,5ba3f178-94b0-4721-85e6-2c4a728c1bed,CR-013,2026-01-17T19:48:33+00:00,pass,False,,compliance_check,resolution-agent-v1,1405
4d3c8c8d-e55a-4ba8-a405-c236577de96e,af1849fb-f048-4b0c-a77c-fbb15d64684d,CR-010,2026-01-01T07:09:33+00:00,pass,False,,compliance_check,resolution-agent-v1,1227
ce0ab954-752b-46e7-b7d7-5a5373ae7d5e,f29d088a-ce71-493e-8fb8-9457427630b8,CR-011,2026-01-17T05:58:33+00:00,block,False,,compliance_check,resolution-agent-v1,2951
bd84ae59-0131-4a2c-8eb0-146f0b75c67c,e5826cc7-5553-4525-bf9b-92ff0dcf19bf,,2026-01-30T09:05:33+00:00,pass,False,,draft_generation,resolution-agent-v1,919
a1c21d19-0621-4aaf-957d-25ef7a1bcd50,e7ab661a-44de-4d12-bdec-5b17be5e423b,,2025-11-28T11:18:33+00:00,pass,False,,data_pull,triage-agent-v1,117
2190aaf7-cf5e-4773-af0f-40c111c6d754,5e2ef0f0-214a-4759-be29-99406f35db2a,,2026-02-24T22:06:33+00:00,pass,False,,data_pull,triage-agent-v1,213
44ff3975-15f2-4d48-a6a9-f70d66db33b3,91b43a42-778a-4d10-8f47-1e61022a02f1,CR-004,2025-12-29T21:22:33+00:00,pass,False,,compliance_check,resolution-agent-v1,4050
0736264d-c59d-4dd3-92d7-bc2c6b7919be,b4df8ead-376e-486a-b619-7061b6ce654a,,2025-09-09T10:48:33+00:00,pass,False,,resolution,decision-agent-v1,74
30f3d712-a241-4e03-8996-c025d5d4fafd,ebc46ad4-c0bd-4175-9ac5-24d24ddf8bb7,,2026-02-09T20:08:33+00:00,warn,False,,classification,triage-agent-v1,132
3dc4efac-5296-43b7-9ade-86320f1fd9b9,5e3d6727-cd42-44b7-990b-6381e1d5e9af,CR-001,2025-12-22T06:23:33+00:00,pass,False,,compliance_check,resolution-agent-v1,965
e997dfbd-b818-4735-ae7f-5a946148665e,7dc1fd42-aafb-46e6-884a-7d00a4b6cd01,,2026-02-26T03:29:33+00:00,pass,False,,resolution,decision-agent-v1,128
3e215949-3e19-4285-88f5-0667cad328f0,2d4d9d8b-3cd5-4b2e-8210-eddcc4162711,,2025-11-17T13:41:33+00:00,pass,False,,resolution,decision-agent-v1,234
72b5e005-8c9b-40af-8b0f-4782e8134a69,130fc375-5409-472e-94a9-73fabc533115,,2025-12-27T13:10:33+00:00,pass,False,,data_pull,triage-agent-v1,169
895f84ba-a043-4936-9534-581f21ebb540,032ea228-597d-4455-9acb-be7a221e448a,,2025-11-02T11:46:33+00:00,pass,False,,escalation,decision-agent-v1,269
e035be65-bf1f-4b6c-bd40-28491725a8be,e79ddfe2-8c3a-4d42-a7c1-b65fd49a31ad,,2025-11-24T12:24:33+00:00,pass,False,,resolution,decision-agent-v1,206
f49e8d8a-b43e-48f3-bb30-535ae93b1b48,462bc741-e37c-4eba-b251-bcef6c929c15,,2025-10-12T17:50:33+00:00,pass,False,,draft_generation,resolution-agent-v1,1138
b7026bac-ce94-4bd8-a4ed-d0c25c5ebfd1,9ab882d0-6f22-49e9-b1fd-b81eca0944e2,,2025-11-07T10:57:33+00:00,pass,False,,draft_generation,resolution-agent-v1,2550
f3183176-7a39-4b12-b6ef-ccdf8912366e,96e37276-1375-4d08-8a3c-6ca28f005bad,,2026-02-06T22:46:33+00:00,warn,False,,escalation,decision-agent-v1,256
0ebe7ce2-7a6e-4659-b689-d295a0fc2c52,241d1f33-cb61-450b-946b-ff83a23f24aa,,2025-11-25T20:30:33+00:00,warn,False,,data_pull,triage-agent-v1,284
a67bba88-c10c-41c0-ab72-145146b3009f,ebc46ad4-c0bd-4175-9ac5-24d24ddf8bb7,,2026-02-13T12:57:33+00:00,warn,False,,draft_generation,resolution-agent-v1,1886
25fe9d01-ea10-4e20-856a-33a06be86393,1120c1bd-9d58-4507-a19a-fba0f2009e22,,2025-10-20T10:44:33+00:00,pass,False,,data_pull,triage-agent-v1,62
227b0f0b-080b-4259-bafd-f37504873880,7a9d8037-8703-4d48-8f39-c8aa00599646,,2025-11-18T18:24:33+00:00,pass,False,,escalation,decision-agent-v1,271
0f401f2a-f984-4fa9-81ec-0fb88802486b,09933982-46c4-4435-adb2-b90f0d4fc975,,2025-10-22T20:55:33+00:00,pass,False,,resolution,decision-agent-v1,77
d5fa2aa3-43cd-48ca-999a-5110b788ffbb,4fe90edf-d8bc-4a5b-bda3-1c700c7a260d,,2026-01-24T00:03:33+00:00,pass,False,,escalation,decision-agent-v1,154
d164ceed-0914-425b-ada4-d2d06bb3ee32,5deaa909-4faa-4f03-8b9a-f49ffb573db9,,2026-01-26T18:13:33+00:00,pass,False,,draft_generation,resolution-agent-v1,2140
5ed11998-b870-4079-b093-39b446216d09,bad76f02-54ce-4382-b798-420bc3716aef,,2026-01-02T16:55:33+00:00,pass,False,,resolution,decision-agent-v1,178
3108f362-2fe9-402f-897a-ce87ff848137,6ff80f44-ac8d-41b7-8e76-7502898c61ea,,2025-12-08T06:24:33+00:00,warn,False,,classification,triage-agent-v1,259
b1d1e9ee-8879-4400-992e-b21d9f04f3f4,9d9fee84-f600-4066-b601-c902aa76072a,,2025-11-05T13:27:33+00:00,warn,False,,resolution,decision-agent-v1,210
38d93786-3fe3-4918-8bd0-e9db63c7f847,79288f52-7745-4bf6-adff-21e410487f80,,2025-09-23T12:21:33+00:00,pass,False,,data_pull,triage-agent-v1,92
6e881ded-7fc6-4061-995b-8ecabf45694a,85644abe-9047-49d6-8208-6ce014c576f5,,2025-12-12T21:57:33+00:00,warn,False,,resolution,decision-agent-v1,77
74922ac1-6b18-40da-baa9-c32e271efe6b,76137173-6eff-46f6-94f0-cb37de447bd8,CR-010,2025-11-09T14:22:33+00:00,block,False,,compliance_check,resolution-agent-v1,1556
ed32d651-7cec-4c3a-be8a-0ca332553eae,1df2f02b-d924-41f5-b5da-f3b4ba6171e5,CR-004,2025-09-27T23:11:33+00:00,pass,False,,compliance_check,resolution-agent-v1,2486
e09035e7-be74-4ff3-b211-36c469820be7,267c9968-d91f-4cf3-9a59-7c290578d6ed,,2026-01-24T22:09:33+00:00,pass,False,,draft_generation,resolution-agent-v1,967
c924fb79-bc09-4d4c-a691-6b2e66d48163,a0b52125-3bfe-4127-aaa8-d70eea730588,,2025-09-07T05:33:33+00:00,pass,False,,resolution,decision-agent-v1,124
ce88bc6d-ea17-46e2-85bc-2d104f31c342,6f5f9d12-8714-4b39-9ce1-204116b72322,,2025-12-08T14:15:33+00:00,block,False,,data_pull,triage-agent-v1,244
1844b60e-5533-449a-b26e-d1b0aeeee0b7,5ce1d92f-8d42-486e-b945-e3b2bae2da0d,,2026-01-27T16:39:33+00:00,pass,False,,escalation,decision-agent-v1,281
bab13867-a777-4876-936c-b25393a1a62a,988dca8e-e5bd-4268-93e4-ff4c3d7e7ed9,,2025-10-02T10:29:33+00:00,pass,False,,draft_generation,resolution-agent-v1,2444
e1962cc6-f06a-4c05-bc31-1c8a60324432,c7493478-e472-4e52-8768-d86d06b6658a,,2026-01-01T11:09:33+00:00,pass,False,,escalation,decision-agent-v1,110
911891a3-5d97-4a1c-a550-d757c2e27fa8,2d4d9d8b-3cd5-4b2e-8210-eddcc4162711,,2026-02-19T10:49:33+00:00,pass,False,,classification,triage-agent-v1,280
